Catalogue Reference,Title,Date,,Longitude,Latitude,Place co-ordinates,Landing Page URL,External resource URL
HL/PO/JO/10/1/94/71,Protestation Return - Lancaster - Leyland Hundred - Charnock Richard.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/94/72,Protestation Return - Lancaster - Leyland Hundred - Duxbury.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/94/73,Protestation Return - Lancaster - Leyland Hundred - Langtree.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/94/74,Protestation Return - Lancaster - Leyland Hundred - Shevington.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/94/75,Protestation Return - Lancaster - Leyland Hundred - Welch Whittle.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/94/76,Protestation Return - Lancaster - Leyland Hundred - Worthington.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/1,Protestation Return - Lancaster - Salford Hundred - Ashton - under - Lyne.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/2,Protestation Return - Lancaster - Salford Hundred - Bolton and Dean parishes.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/3,"Protestation Return - Lancaster - Salford Hundred - Bolton, including: Bolton, Great and Little; Brightnett [Breighmet]; Haigh [Haulgh]; Harwood; Lever, Little; Lever, Darcy; Lostock; Sharples; Tonge; Edgeworth; Entwistle; Quarlton; Longworth; Turton; Blackrode; Rivington; Anlesarghe [Anglezarke]. NB a list of recusants / those who did not take the protestation is given on the last page of the Bolton return.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/4,"Protestation Return - Lancaster - Salford Hundred - Deane, including: Farmworth; Halliwell; Heaton; Horwich; Hulton, Little Hulton, Middle; Hulton, Over; Kersley; Romworth [Rumworth]; Westhaughton.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/5,Protestation Return - Lancaster - Salford Hundred - Bury and Radcliffe.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/6,"Protestation Return - Lancaster - Salford Hundred - Bury, including: Cowpe; Eatenfield [Edenfield]; Lench; Musbury; Newallhey; Shuttleworth.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/7,"Protestation Return - Lancaster - Salford Hundred - Tottington, Lower.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/8,Protestation Return - Lancaster - Salford Hundred - Radcliffe.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/9,"Protestation Return - Lancaster - Salford Hundred - Middleton, including:",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/10,Protestation Return - Lancaster - Salford Hundred - Ainsworth.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/11,"Protestation Return - Lancaster - Salford Hundred - Birtle, Bamford, and Ashworth.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/12,Protestation Return - Lancaster - Salford Hundred - Hopwood.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/13,"Protestation Return - Lancaster - Salford Hundred - Leaver, Great.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/14,Protestation Return - Lancaster - Salford Hundred - Pilsworth.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/15,Protestation Return - Lancaster - Salford Hundred - Thornham.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/16,"Protestation Return - Lancaster - Salford Hundred - Rochdale, including:",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/17,Protestation Return - Lancaster - Salford Hundred - Butterworth.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/18,Protestation Return - Lancaster - Salford Hundred - Castleton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/19,Protestation Return - Lancaster - Salford Hundred - Huddersfield.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/20,Protestation Return - Lancaster - Salford Hundred - Spotland.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/21,Protestation Return - Lancaster - Salford Hundred - Manchester.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/22,"Protestation Return - Lancaster - Salford Hundred - Manchester, including:",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/23,Protestation Return - Lancaster - Salford Hundred - Ardwick.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/24,Protestation Return - Lancaster - Salford Hundred - Birch.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/25,Protestation Return - Lancaster - Salford Hundred - Blakeley [Blackley].,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/26,Protestation Return - Lancaster - Salford Hundred - Cheetham.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/27,"Protestation Return - Lancaster - Salford Hundred - Chollerton [Chorlton cum Hardy], Haghend, Mansleache, and Hardie.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/28,Protestation Return - Lancaster - Salford Hundred - Chorlton Row.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/29,Protestation Return - Lancaster - Salford Hundred - Crumsall [Crumpshall].,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/30,Protestation Return - Lancaster - Salford Hundred - Denton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/31,"Protestation Return - Lancaster - Salford Hundred - Didsbury, Withington, Burnage, and Levenshulme.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/32,Protestation Return - Lancaster - Salford Hundred - Eccles.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/33,Protestation Return - Lancaster - Salford Hundred - Flixton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/34,Protestation Return - Lancaster - Salford Hundred - Gorton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/35,Protestation Return - Lancaster - Salford Hundred - Harpar Hay [Harpurhey].,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/36,Protestation Return - Lancaster - Salford Hundred - Haughton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/37,Protestation Return - Lancaster - Salford Hundred - Heaton Norris.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/38,"Protestation Return - Lancaster - Salford Hundred - Newton Heath, Droylsdon, Bradford, and Failsworth.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/39,Protestation Return - Lancaster - Salford Hundred - Openshaw.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/40,"Protestation Return - Lancaster - Salford Hundred - Prestwick cum Oldham, including:",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/41,Protestation Return - Lancaster - Salford Hundred - Akerington [Alkrington ?].,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/42,Protestation Return - Lancaster - Salford Hundred - Heaton -  upon -  Faughfield.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/43,Protestation Return - Lancaster - Salford Hundred - Oldham.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/44,Protestation Return - Lancaster - Salford Hundred - Tonge.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/45,Protestation Return - Lancaster - Salford Hundred - Outwood within Pilkington.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/46,Protestation Return - Lancaster - Salford Hundred - Unsworth within Pilkington.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/47,Protestation Return - Lancaster - Salford Hundred - Whitfield within Pilkington.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/48,Protestation Return - Lancaster - Salford Hundred - Reddish.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/49,Protestation Return - Lancaster - Salford Hundred - Stretford.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/50,Protestation Return - Lancaster - Salford Hundred - Salford and liberties.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/51,"Protestation Return - Lancaster - West Derby Hundred - Leigh, with:",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/52,Protestation Return - Lancaster - West Derby Hundred - Astley.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/53,Protestation Return - Lancaster - West Derby Hundred - Atherton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/54,Protestation Return - Lancaster - West Derby Hundred - Bedford.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/55,Protestation Return - Lancaster - West Derby Hundred - Pennington.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/56,Protestation Return - Lancaster - West Derby Hundred - Tyldesley cum Shackerley.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/57,Protestation Return - Lancaster - West Derby Hundred - Westleigh.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/58,Protestation Return - Lancaster - West Derby Hundred - Liverpool.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/59,Protestation Return - Lancaster - West Derby Hundred - Wigan.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/60,"Protestation Return - Lancaster - West Derby Hundred - Winwick, including:",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/61,Protestation Return - Lancaster - West Derby Hundred - Arbury.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/62,Protestation Return - Lancaster - West Derby Hundred - Ashton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/63,Protestation Return - Lancaster - West Derby Hundred - Croft.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/64,Protestation Return - Lancaster - West Derby Hundred - Culcheth.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/65,Protestation Return - Lancaster - West Derby Hundred - Goulborne.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/66,Protestation Return - Lancaster - West Derby Hundred - Houghton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/67,Protestation Return - Lancaster - West Derby Hundred - Hulme.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/68,Protestation Return - Lancaster - West Derby Hundred - Lowton cum Kenion.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/69,Protestation Return - Lancaster - West Derby Hundred - Middleton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/70,Protestation Return - Lancaster - West Derby Hundred - Newton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/95/71,Protestation Return - Lancaster - West Derby Hundred - Southworth.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/1,"Protestation Return - Lincoln - Holland, Parts Of - Elloe Wapentake - Cowbit.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/2,"Protestation Return - Lincoln - Holland, Parts Of - Elloe Wapentake - Croyland [Crowland].",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/3,"Protestation Return - Lincoln - Holland, Parts Of - Elloe Wapentake - Gedney.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/4,"Protestation Return - Lincoln - Holland, Parts Of - Elloe Wapentake - Gedney Fen.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/5,"Protestation Return - Lincoln - Holland, Parts Of - Elloe Wapentake - Holbeach.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/6,"Protestation Return - Lincoln - Holland, Parts Of - Elloe Wapentake - Lutton in Sutton.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/7,"Protestation Return - Lincoln - Holland, Parts Of - Elloe Wapentake - Moulton.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/8,"Protestation Return - Lincoln - Holland, Parts Of - Elloe Wapentake - Spalding.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/9,"Protestation Return - Lincoln - Holland, Parts Of - Elloe Wapentake - Sutton, St James.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/10,"Protestation Return - Lincoln - Holland, Parts Of - Elloe Wapentake - Sutton, St Edmund's.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/11,"Protestation Return - Lincoln - Holland, Parts Of - Elloe Wapentake - Sutton, St Mary.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/12,"Protestation Return - Lincoln - Holland, Parts Of - Elloe Wapentake - Tydd, St Mary.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/13,"Protestation Return - Lincoln - Holland, Parts Of - Elloe Wapentake - Weston.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/14,"Protestation Return - Lincoln - Holland, Parts Of - Elloe Wapentake - Whaplode.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/15,"Protestation Return - Lincoln - Holland, Parts Of - Elloe Wapentake - Whaplode Drove.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/16,"Protestation Return - Lincoln - Holland, Parts Of - Kirton Wapentake - Algarkirk.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/17,"Protestation Return - Lincoln - Holland, Parts Of - Kirton Wapentake - Bicker.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/18,"Protestation Return - Lincoln - Holland, Parts Of - Kirton Wapentake - Brothertoft.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/19,"Protestation Return - Lincoln - Holland, Parts Of - Kirton Wapentake - Donington.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/20,"Protestation Return - Lincoln - Holland, Parts Of - Kirton Wapentake - Fosdyke.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/21,"Protestation Return - Lincoln - Holland, Parts Of - Kirton Wapentake - Frampton.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/22,"Protestation Return - Lincoln - Holland, Parts Of - Kirton Wapentake - Gosberkirk [Gosberton].",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/23,"Protestation Return - Lincoln - Holland, Parts Of - Kirton Wapentake - Kirton.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/24,"Protestation Return - Lincoln - Holland, Parts Of - Kirton Wapentake - Quadring.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/25,"Protestation Return - Lincoln - Holland, Parts Of - Kirton Wapentake - Sutterton.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/26,"Protestation Return - Lincoln - Holland, Parts Of - Kirton Wapentake - Swineshead Hill.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/27,"Protestation Return - Lincoln - Holland, Parts Of - Kirton Wapentake - Wigtoft.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/28,"Protestation Return - Lincoln - Holland, Parts Of - Kirton Wapentake - Wyberton.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/29,"Protestation Return - Lincoln - Holland, Parts Of - Skirbeck Hundred - [Boston].",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/30,"Protestation Return - Lincoln - Holland, Parts Of - Skirbeck Hundred - Butterwick.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/31,"Protestation Return - Lincoln - Holland, Parts Of - Skirbeck Hundred - Fishtoft.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/32,"Protestation Return - Lincoln - Holland, Parts Of - Skirbeck Hundred - Frieston.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/33,"Protestation Return - Lincoln - Holland, Parts Of - Skirbeck Hundred - Leake.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/34,"Protestation Return - Lincoln - Holland, Parts Of - Skirbeck Hundred - Wrangle.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/35,"Protestation Return - Lincoln - Kesteven, Parts Of - Winnibriggs And Threo. Beltisloe, Ness And Aveland Wapentakes - Certificate of the justices of the peace.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/36,Protestation Return - Lincoln - Winnibriggs And Threo Wapentakes - Allington [West].,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/37,Protestation Return - Lincoln - Winnibriggs And Threo Wapentakes - Barrowby.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/38,Protestation Return - Lincoln - Winnibriggs And Threo Wapentakes - Hayther [Haydor].,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/39,Protestation Return - Lincoln - Winnibriggs And Threo Wapentakes - Honington.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/40,"Protestation Return - Lincoln - Winnibriggs And Threo Wapentakes - Humby, Great.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/41,Protestation Return - Lincoln - Winnibriggs And Threo Wapentakes - Sedgbrook.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/42,Protestation Return - Lincoln - Winnibriggs And Threo Wapentakes - Somerby.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/43,Protestation Return - Lincoln - Winnibriggs And Threo Wapentakes - Stroxton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/44,Protestation Return - Lincoln - Winnibriggs And Threo Wapentakes - Syston.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/45,Protestation Return - Lincoln - Winnibriggs And Threo Wapentakes - Welby.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/46,Protestation Return - Lincoln - Winnibriggs And Threo Wapentakes - Wilsford.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/47,Protestation Return - Lincoln - Winnibriggs And Threo Wapentakes - Woolstrop [Woolsthorpe].,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/48,Protestation Return - Lincoln - Beltisloe Wapentake - Basingthorpe cum Westby.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/49,Protestation Return - Lincoln - Beltisloe Wapentake - Bitchfield.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/50,Protestation Return - Lincoln - Beltisloe Wapentake - Burton Coggles.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/51,Protestation Return - Lincoln - Beltisloe Wapentake - Bytham Castle cum Counthorpe.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/52,"Protestation Return - Lincoln - Beltisloe Wapentake - Bytham, Little.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/53,Protestation Return - Lincoln - Beltisloe Wapentake - Careby.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/54,Protestation Return - Lincoln - Beltisloe Wapentake - Corby.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/55,Protestation Return - Lincoln - Beltisloe Wapentake - Gunby.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/56,Protestation Return - Lincoln - Beltisloe Wapentake - Holywell and Aunby.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/57,Protestation Return - Lincoln - Beltisloe Wapentake - Irnham Bulby and Hawthorpe.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/58,Protestation Return - Lincoln - Beltisloe Wapentake - Levington [Lavington].,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/59,Protestation Return - Lincoln - Beltisloe Wapentake - Skilington.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/60,Protestation Return - Lincoln - Beltisloe Wapentake - Stainby.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/61,Protestation Return - Lincoln - Beltisloe Wapentake - Swa[y]field.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/62,Protestation Return - Lincoln - Beltisloe Wapentake - Swinstead.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/63,"Protestation Return - Lincoln - Beltisloe Wapentake - Witham, North.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/64,"Protestation Return - Lincoln - Beltisloe Wapentake - Witham, South.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/65,"Protestation Return - Lincoln - Beltisloe Wapentake - Witham, on the Hill.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/66,Protestation Return - Lincoln - Ness Wapentake - Barholme.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/67,Protestation Return - Lincoln - Ness Wapentake - Baston.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/68,Protestation Return - Lincoln - Ness Wapentake - Braceborough.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/69,Protestation Return - Lincoln - Ness Wapentake - Carelbie [Carlby].,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/70,Protestation Return - Lincoln - Ness Wapentake - Deeping Market.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/71,Protestation Return - Lincoln - Ness Wapentake - Deeping St James's.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/72,Protestation Return - Lincoln - Ness Wapentake - Deeping West.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/73,Protestation Return - Lincoln - Ness Wapentake - Greatford.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/74,Protestation Return - Lincoln - Ness Wapentake - Langtoft.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/75,Protestation Return - Lincoln - Ness Wapentake - Stowe.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/76,Protestation Return - Lincoln - Ness Wapentake - Thurlby.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/77,Protestation Return - Lincoln - Ness Wapentake - Uffington.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/78,Protestation Return - Lincoln - Ness Wapentake - Wilsthorpe.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/79,"Protestation Return - Lincoln - Kesteven, Parts Of - Aveland Wapentake - Aslackby.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/80,"Protestation Return - Lincoln - Kesteven, Parts Of - Aveland Wapentake - Billingborough.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/81,"Protestation Return - Lincoln - Kesteven, Parts Of - Aveland Wapentake - Bourne Dyke and Cawthorpe.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/82,"Protestation Return - Lincoln - Kesteven, Parts Of - Aveland Wapentake - Denbleby cum Willoughby.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/83,"Protestation Return - Lincoln - Kesteven, Parts Of - Aveland Wapentake - Dowsby.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/84,"Protestation Return - Lincoln - Kesteven, Parts Of - Aveland Wapentake - Dunsby.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/85,"Protestation Return - Lincoln - Kesteven, Parts Of - Aveland Wapentake - Folkingham [Falkingham].",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/86,"Protestation Return - Lincoln - Kesteven, Parts Of - Aveland Wapentake - Haceby.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/87,"Protestation Return - Lincoln - Kesteven, Parts Of - Aveland Wapentake - Hacconby cum Steinfield [Stanfield].",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/88,"Protestation Return - Lincoln - Kesteven, Parts Of - Aveland Wapentake - Horbling.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/89,"Protestation Return - Lincoln - Kesteven, Parts Of - Aveland Wapentake - Kirkby Underwood.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/90,"Protestation Return - Lincoln - Kesteven, Parts Of - Aveland Wapentake - Morton.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/91,"Protestation Return - Lincoln - Kesteven, Parts Of - Aveland Wapentake - Newton.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/92,"Protestation Return - Lincoln - Kesteven, Parts Of - Aveland Wapentake - Pickworth.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/93,"Protestation Return - Lincoln - Kesteven, Parts Of - Aveland Wapentake - Rippingale.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/94,"Protestation Return - Lincoln - Kesteven, Parts Of - Aveland Wapentake - Semperingham.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/95,"Protestation Return - Lincoln - Kesteven, Parts Of - Aveland Wapentake - Spanby.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/96,"Protestation Return - Lincoln - Kesteven, Parts Of - Aveland Wapentake - Swaton.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/97,"Protestation Return - Lincoln - Kesteven, Parts Of - Aveland Wapentake - Threckingham.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/98,"Protestation Return - Lincoln - Kesteven, Parts Of - Aveland Wapentake - Walcot.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/99,"Protestation Return - Lincoln - Kesteven, Parts Of - Loveden Wapentake - Hougham.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/100,"Protestation Return - Lincoln - Kesteven, Parts Of - Lincoln Liberty - Bracebridge.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/101,"Protestation Return - Lincoln - Kesteven, Parts Of - Lincoln Liberty - Branston.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/102,"Protestation Return - Lincoln - Kesteven, Parts Of - Lincoln Liberty - Canwick.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/103,"Protestation Return - Lincoln - Kesteven, Parts Of - Lincoln Liberty - Lincoln City.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/104,"Protestation Return - Lincoln - Kesteven, Parts Of - Lincoln Liberty - St Benedict.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/105,"Protestation Return - Lincoln - Kesteven, Parts Of - Lincoln Liberty - St Botolph.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/106,"Protestation Return - Lincoln - Kesteven, Parts Of - Lincoln Liberty - St Margaret's within the Close.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/107,"Protestation Return - Lincoln - Kesteven, Parts Of - Lincoln Liberty - St Mark's.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/108,"Protestation Return - Lincoln - Kesteven, Parts Of - Lincoln Liberty - St Martin.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/109,"Protestation Return - Lincoln - Kesteven, Parts Of - Lincoln Liberty - St Mary Magdalen.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/110,"Protestation Return - Lincoln - Kesteven, Parts Of - Lincoln Liberty - St Mary Wigford.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/111,"Protestation Return - Lincoln - Kesteven, Parts Of - Lincoln Liberty - St Michael on the Hill.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/112,"Protestation Return - Lincoln - Kesteven, Parts Of - Lincoln Liberty - St Nicholas Newport.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/113,"Protestation Return - Lincoln - Kesteven, Parts Of - Lincoln Liberty - St Paul's.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/114,"Protestation Return - Lincoln - Kesteven, Parts Of - Lincoln Liberty - St Peter at the Arches.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/115,"Protestation Return - Lincoln - Kesteven, Parts Of - Lincoln Liberty - St Peter in Eastgate.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/116,"Protestation Return - Lincoln - Kesteven, Parts Of - Lincoln Liberty - St Peter in the Gowts.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/117,"Protestation Return - Lincoln - Kesteven, Parts Of - Lincoln Liberty - St Swithin.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/118,"Protestation Return - Lincoln - Kesteven, Parts Of - Lincoln Liberty - Waddington.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/96/119,Protestation Return - Lincoln - Aslacoe Wapentake - Bishop's Norton.,1642,Protestation Returns,,,,,
