Catalogue Reference,Title,Date,,Longitude,Latitude,Place co-ordinates,Landing Page URL,External resource URL
HL/PO/JO/10/1/84/47,Protestation Return - Devon - Braunton Hundred - Kentisbury.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/48,Protestation Return - Devon - Braunton Hundred - Marwood.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/49,Protestation Return - Devon - Braunton Hundred - [Morthoe ?].,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/50,Protestation Return - Devon - Braunton Hundred - Pilton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/51,Protestation Return - Devon - Braunton Hundred - Trentishoe.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/52,"Protestation Return - Devon - Budleigh West, Hundred - Cheriton Fitzpaine.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/53,"Protestation Return - Devon - Budleigh West, Hundred - Poughill.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/54,"Protestation Return - Devon - Budleigh West, Hundred - Shobrook.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/55,"Protestation Return - Devon - Budleigh West, Hundred - Stockleigh English.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/56,"Protestation Return - Devon - Budleigh West, Hundred - Stockleigh Pomeroy.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/57,"Protestation Return - Devon - Budleigh West, Hundred - Upton Helions.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/58,"Protestation Return - Devon - Budleigh West, Hundred - Washfield.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/59,Protestation Return - Devon - Custon Hundred - Broadclist.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/60,Protestation Return - Devon - Custon Hundred - Butterleigh.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/61,Protestation Return - Devon - Colyton Hundred - Colyton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/62,Protestation Return - Devon - Crediton Hundred - Bishop's Morehard.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/63,Protestation Return - Devon - Crediton Hundred - Colebrook.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/64,Protestation Return - Devon - Crediton Hundred - Crediton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/65,Protestation Return - Devon - Crediton Hundred - Kennerleigh.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/66,Protestation Return - Devon - Crediton Hundred - Newton Cyres.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/67,Protestation Return - Devon - Crediton Hundred - Sandford.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/68,Protestation Return - Devon - Coleridge (North Division) Hundred - Ashprington.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/69,Protestation Return - Devon - Coleridge (North Division) Hundred - Blackauton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/70,"Protestation Return - Devon - Coleridge (North Division) Hundred - Coleridge (North Div.), hundred.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/71,Protestation Return - Devon - Coleridge (North Division) Hundred - Cornworthy.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/72,"Protestation Return - Devon - Coleridge (North Division) Hundred - Dartmouth, St Clement.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/73,"Protestation Return - Devon - Coleridge (North Division) Hundred - Dartmouth, St Petrox.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/74,"Protestation Return - Devon - Coleridge (North Division) Hundred - Dartmouth, St Saviour's.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/75,Protestation Return - Devon - Coleridge (North Division) Hundred - Dittisham.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/76,Protestation Return - Devon - Coleridge (North Division) Hundred - Halwell.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/77,Protestation Return - Devon - Coleridge (North Division) Hundred - Harberton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/78,Protestation Return - Devon - Coleridge (North Division) Hundred - Stokefleming.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/79,Protestation Return - Devon - Coleridge (North Division) Hundred - Totness.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/80,Protestation Return - Devon - Coleridge (South Division) Hundred - Buckland Tout Saints.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/81,Protestation Return - Devon - Coleridge (South Division) Hundred - Charleton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/82,Protestation Return - Devon - Coleridge (South Division) Hundred - Chivelstone.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/83,"Protestation Return - Devon - Coleridge (South Division) Hundred - Coleridge (South Div.), hundred.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/84,Protestation Return - Devon - Coleridge (South Division) Hundred - Dodbrooke.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/85,Protestation Return - Devon - Coleridge (South Division) Hundred - East Portlemouth.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/86,Protestation Return - Devon - Coleridge (South Division) Hundred - Sherford.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/87,Protestation Return - Devon - Coleridge (South Division) Hundred - Slapton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/88,Protestation Return - Devon - Coleridge (South Division) Hundred - Southpool.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/89,Protestation Return - Devon - Coleridge (South Division) Hundred - Stokeingham.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/90,"Protestation Return - Devon - Stanborough (South Division) Hundred - Allington, East.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/91,"Protestation Return - Devon - Stanborough (South Division) Hundred - Alvington, West.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/92,Protestation Return - Devon - Stanborough (South Division) Hundred - Churchstow.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/93,"Protestation Return - Devon - Stanborough (South Division) Hundred - Huish, South.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/94,Protestation Return - Devon - Stanborough (South Division) Hundred - Kingsbridge.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/95,Protestation Return - Devon - Stanborough (South Division) Hundred - Loddiswill.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/96,Protestation Return - Devon - Stanborough (South Division) Hundred - Marlborough.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/97,"Protestation Return - Devon - Stanborough (South Division) Hundred - Milton, South.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/98,"Protestation Return - Devon - Stanborough (South Division) Hundred - Stanborough (South Div.), hundred.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/99,Protestation Return - Devon - Stanborough (South Division) Hundred - Thurleston.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/84/100,Protestation Return - Devon - Stanborough (South Division) Hundred - Woodley.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/1,Protestation Return - Devon - Ermington And Plympton Hundred - Return by the justices of the peace of clergy and parish officials only.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/2,Protestation Return - Devon - Ermington Hundred - Aveton Gifford.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/3,Protestation Return - Devon - Ermington Hundred - Bigbury.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/4,Protestation Return - Devon - Ermington Hundred - Cornwood.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/5,Protestation Return - Devon - Ermington Hundred - Ermington.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/6,Protestation Return - Devon - Ermington Hundred - Harford.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/7,Protestation Return - Devon - Ermington Hundred - Holbeton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/8,Protestation Return - Devon - Ermington Hundred - Modbury.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/9,Protestation Return - Devon - Ermington Hundred - Newton Ferrers.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/10,Protestation Return - Devon - Ermington Hundred - Ringmore.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/11,Protestation Return - Devon - Ermington Hundred - Ugborough.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/12,Protestation Return - Devon - Plympton Hundred - Plymstock.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/13,"Protestation Return - Devon - Plympton Hundred - Plympton, St Mary.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/14,Protestation Return - Devon - Plympton Hundred - Plumpton St Maurice.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/15,Protestation Return - Devon - Plympton Hundred - Revelstoke.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/16,Protestation Return - Devon - Plympton Hundred - Shaugh [Prior].,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/17,Protestation Return - Devon - Plympton Hundred - Wembury.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/18,Protestation Return - Devon - Plympton Hundred - Yealampton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/19,Protestation Return - Devon - Exminster Hundred - Dunchidcock.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/20,"Protestation Return - Devon - Exminster Hundred - Exminster, parish.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/21,Protestation Return - Devon - Exminster Hundred - Exminster hundred.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/22,Protestation Return - Devon - Exminster Hundred - Ide.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/23,Protestation Return - Devon - Exminster Hundred - Kenn.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/24,Protestation Return - Devon - Exminster Hundred - Kenton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/25,Protestation Return - Devon - Exminster Hundred - Mamhead.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/26,Protestation Return - Devon - Exminster Hundred - Powderham.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/27,Protestation Return - Devon - Exminster Hundred - Shillingford [St George].,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/28,Protestation Return - Devon - Fremington Hundred - Alverdiscott.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/29,Protestation Return - Devon - Fremington Hundred - Fremington.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/30,Protestation Return - Devon - Fremington Hundred - Great Torrington.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/31,Protestation Return - Devon - Fremington Hundred - Harwood.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/32,Protestation Return - Devon - Fremington Hundred - Huntshaw.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/33,Protestation Return - Devon - Fremington Hundred - Instow.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/34,Protestation Return - Devon - Fremington Hundred - Newton Tracy.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/35,Protestation Return - Devon - Fremington Hundred - Roborough.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/36,Protestation Return - Devon - Fremington Hundred - St Giles.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/37,Protestation Return - Devon - Fremington Hundred - Tawstock.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/38,Protestation Return - Devon - Fremington Hundred - West Leigh.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/39,"Protestation Return - Devon - Haytor, Teignbridge, And Parts Of Exminster, Wonford South, And Stanborough Hundreds - Letter from the members of Parliament for Devon, enclosing the returns hereafter mentioned, from Newton Abbotts.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/40,"Protestation Return - Devon - Haytor, Teignbridge, And Parts Of Exminster, Wonford South, And Stanborough Hundreds - Returns by the justices of the peace of clergy and parish officials only.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/41,Protestation Return - Devon - Haytor Hundred - Abbots Kerswell.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/42,Protestation Return - Devon - Haytor Hundred - Berry Pomeroy.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/43,Protestation Return - Devon - Haytor Hundred - Brixham.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/44,Protestation Return - Devon - Haytor Hundred - Broadhempston.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/45,Protestation Return - Devon - Haytor Hundred - Buckland - in - the - Moor.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/46,Protestation Return - Devon - Haytor Hundred - Churston Ferrers.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/47,Protestation Return - Devon - Haytor Hundred - Cockington.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/48,Protestation Return - Devon - Haytor Hundred - Coffinswell.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/49,Protestation Return - Devon - Haytor Hundred - Denbury.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/50,Protestation Return - Devon - Haytor Hundred - Haccombe.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/51,Protestation Return - Devon - Haytor Hundred - Ipplepen.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/52,Protestation Return - Devon - Haytor Hundred - King's Kerswell.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/53,Protestation Return - Devon - Haytor Hundred - King's Wear.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/54,Protestation Return - Devon - Haytor Hundred - Little Hempston.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/55,Protestation Return - Devon - Haytor Hundred - Marldon.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/56,Protestation Return - Devon - Haytor Hundred - Newton Abbot and Woolborough.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/57,Protestation Return - Devon - Haytor Hundred - Paignton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/58,Protestation Return - Devon - Haytor Hundred - St Mary Church.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/59,Protestation Return - Devon - Haytor Hundred - Staverton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/60,Protestation Return - Devon - Haytor Hundred - Stoke Gabriel.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/61,Protestation Return - Devon - Haytor Hundred - Torbrian.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/62,Protestation Return - Devon - Haytor Hundred - Tor Moham.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/63,Protestation Return - Devon - Haytor Hundred - Widecombe - in - the - Moor.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/64,Protestation Return - Devon - Haytor Hundred - Woodland.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/65,"Devon - Stanborough (North Division) Hundred - Brent, South.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/66,Devon - Stanborough (North Division) Hundred - Dartington.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/67,Devon - Stanborough (North Division) Hundred - Diptford.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/68,"Devon - Stanborough (North Division) Hundred - Huish, North.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/69,Devon - Stanborough (North Division) Hundred - Morleigh.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/70,Devon - Stanborough (North Division) Hundred - Rattery.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/85/71,"Devon - Stanborough (North Division) Hundred - Stanborough (North Div.), hundred.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/1,Protestation Return - Devon - Treignbridge Hundred - Bickington.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/2,"Protestation Return - Devon - Treignbridge Hundred - Bovey, North.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/3,Protestation Return - Devon - Treignbridge Hundred - Bovey South [or Tracy].,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/4,Protestation Return - Devon - Treignbridge Hundred - Hennock.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/5,Protestation Return - Devon - Treignbridge Hundred - Highweek.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/6,Protestation Return - Devon - Treignbridge Hundred - Ideford.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/7,Protestation Return - Devon - Treignbridge Hundred - Ilsington.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/8,Protestation Return - Devon - Treignbridge Hundred - Kingsteignton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/9,Protestation Return - Devon - Treignbridge Hundred - Lustleigh.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/10,Protestation Return - Devon - Treignbridge Hundred - Manaton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/11,Protestation Return - Devon - Treignbridge Hundred - Moreton Hampstead.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/12,Protestation Return - Devon - Treignbridge Hundred - Teigngrace.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/13,Protestation Return - Devon - Exminster (Part Only) Hundred - Ashcombe.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/14,Protestation Return - Devon - Exminster (Part Only) Hundred - Ashton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/15,Protestation Return - Devon - Exminster (Part Only) Hundred - Bishopsteignton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/16,Protestation Return - Devon - Exminster (Part Only) Hundred - Chudleigh.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/17,Protestation Return - Devon - Exminster (Part Only) Hundred - Dawlish.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/18,Protestation Return - Devon - Exminster (Part Only) Hundred - Doddiscombsleigh.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/19,"Protestation Return - Devon - Exminster (Part Only) Hundred - Teignmouth, East.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/20,Protestation Return - Devon - Exminster (Part Only) Hundred - Teignmouth West.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/21,Protestation Return - Devon - Exminster (Part Only) Hundred - Trusham.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/22,Protestation Return - Devon - Wondford (Part Only) Hundred - Combeinteignhead.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/23,"Protestation Return - Devon - Wondford (Part Only) Hundred - Ogwell, East.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/24,"Protestation Return - Devon - Wondford (Part Only) Hundred - Ogwell, West.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/25,Protestation Return - Devon - Wondford (Part Only) Hundred - Stokeinteignhead.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/26,Protestation Return - Devon - Wondford (Part Only) Hundred - St Nicholas.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/27,Devon - Stanborough (Part Only) Hundred - Buckfastleigh.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/28,Devon - Stanborough (Part Only) Hundred - Dean Prior.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/29,Devon - Stanborough (Part Only) Hundred - Holne.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/30,Protestation Return - Devon - Wonford (Part Only) Hundred - Alphington.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/31,Protestation Return - Devon - Wonford (Part Only) Hundred - Brampford Speke.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/32,Protestation Return - Devon - Wonford (Part Only) Hundred - Bridford.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/33,Protestation Return - Devon - Wonford (Part Only) Hundred - Chagford.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/34,Protestation Return - Devon - Wonford (Part Only) Hundred - Cheriton Bishop.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/35,Protestation Return - Devon - Wonford (Part Only) Hundred - Christow.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/36,Protestation Return - Devon - Wonford (Part Only) Hundred - Drewsteigyton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/37,Protestation Return - Devon - Wonford (Part Only) Hundred - Dunsford.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/38,"Protestation Return - Devon - Wonford (Part Only) Hundred - Exeter, All Hallows, Goldsmith Street.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/39,"Protestation Return - Devon - Wonford (Part Only) Hundred - Exeter, All Hallows, on the Wales.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/40,"Protestation Return - Devon - Wonford (Part Only) Hundred - Exeter, St David's.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/41,"Protestation Return - Devon - Wonford (Part Only) Hundred - Exeter, St Edmund's upon the Bridge.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/42,"Protestation Return - Devon - Wonford (Part Only) Hundred - Exeter, St George.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/43,"Protestation Return - Devon - Wonford (Part Only) Hundred - Exeter, St John's [Bowe].",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/44,"Protestation Return - Devon - Wonford (Part Only) Hundred - Exeter, St Kerrian.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/45,"Protestation Return - Devon - Wonford (Part Only) Hundred - Exeter, St Lawrence.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/46,"Protestation Return - Devon - Wonford (Part Only) Hundred - Exeter, St Martin's.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/47,"Protestation Return - Devon - Wonford (Part Only) Hundred - Exeter, St Mary Arches.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/48,"Protestation Return - Devon - Wonford (Part Only) Hundred - Exeter, St Mary Major.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/49,"Protestation Return - Devon - Wonford (Part Only) Hundred - Exeter, St Mary Steps.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/50,"Protestation Return - Devon - Wonford (Part Only) Hundred - Exeter, St Olave.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/51,"Protestation Return - Devon - Wonford (Part Only) Hundred - Exeter, St Pancras.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/52,"Protestation Return - Devon - Wonford (Part Only) Hundred - Exeter, St Paul's.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/53,"Protestation Return - Devon - Wonford (Part Only) Hundred - Exeter, St Peter's [Cathedral].",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/54,"Protestation Return - Devon - Wonford (Part Only) Hundred - Exeter, St Petrox.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/55,"Protestation Return - Devon - Wonford (Part Only) Hundred - Exeter, St Sidwell's.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/56,"Protestation Return - Devon - Wonford (Part Only) Hundred - Exeter, St Stephens.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/57,"Protestation Return - Devon - Wonford (Part Only) Hundred - Exeter, St Trinity.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/58,"Protestation Return - Devon - Wonford (Part Only) Hundred - Exeter, The whole of the parishes.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/59,Protestation Return - Devon - Wonford (Part Only) Hundred - Gidleigh.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/60,Protestation Return - Devon - Wonford (Part Only) Hundred - Heavitree.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/61,Protestation Return - Devon - Wonford (Part Only) Hundred - Hittisleigh.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/62,Protestation Return - Devon - Wonford (Part Only) Hundred - Holcombe Burnell.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/63,Protestation Return - Devon - Wonford (Part Only) Hundred - Huxham.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/64,Protestation Return - Devon - Wonford (Part Only) Hundred - Pinhoe.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/65,Protestation Return - Devon - Wonford (Part Only) Hundred - Poltimore.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/66,Protestation Return - Devon - Wonford (Part Only) Hundred - Rewe.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/67,Protestation Return - Devon - Wonford (Part Only) Hundred - St Leonard.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/68,Protestation Return - Devon - Wonford (Part Only) Hundred - St Thomas - the - Apostle.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/69,Protestation Return - Devon - Wonford (Part Only) Hundred - South Tawton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/70,Protestation Return - Devon - Wonford (Part Only) Hundred - Sowton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/71,Protestation Return - Devon - Wonford (Part Only) Hundred - Spreyton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/72,Protestation Return - Devon - Wonford (Part Only) Hundred - Stoke Canon.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/73,Protestation Return - Devon - Wonford (Part Only) Hundred - Tedburn.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/74,Protestation Return - Devon - Wonford (Part Only) Hundred - Throwleigh.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/75,Protestation Return - Devon - Wonford (Part Only) Hundred - Topsham.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/76,Protestation Return - Devon - Wonford (Part Only) Hundred - Upton Pine.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/77,Protestation Return - Devon - Wonford (Part Only) Hundred - Whitstone.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/78,Protestation Return - Devon - Wonford (Part Only) Hundred - Wonford.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/79,Protestation Return - Devon - Lifton Hundred - Bradstone.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/80,Protestation Return - Devon - Lifton Hundred - Bratton Clovelly.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/81,Protestation Return - Devon - Lifton Hundred - Bridestowe.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/82,Protestation Return - Devon - Lifton Hundred - Broadwood - Widger.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/83,Protestation Return - Devon - Lifton Hundred - Dunterton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/84,Protestation Return - Devon - Lifton Hundred - Germasweek.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/85,Protestation Return - Devon - Lifton Hundred - Kelly.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/86,Protestation Return - Devon - Lifton Hundred - Lamerton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/87,Protestation Return - Devon - Lifton Hundred - Lewtrenchard.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/86/88,Protestation Return - Devon - Lifton Hundred - Lidford.,1642,Protestation Returns,,,,,
