Catalogue Reference,Title,Date,,Longitude,Latitude,Place co-ordinates,Landing Page URL,External resource URL,target,NominatimLL,YahooLL
HL/PO/JO/10/1/104/11,Protestation Return - Somerset - South Petherton Hundred - Shipton Beauchamp.,1642,Protestation Returns,,,,,,Shipton Beauchamp,<null>,<null>
HL/PO/JO/10/1/104/12,Protestation Return - Somerset - South Petherton Hundred - South Petherton and tithings.,1642,Protestation Returns,,,,,,South Petherton and tithings,<null>,<null>
HL/PO/JO/10/1/104/13,Protestation Return - Somerset - South Petherton Hundred - Whit Staunton.,1642,Protestation Returns,,,,,,Whit Staunton,<null>,<null>
HL/PO/JO/10/1/104/14,Protestation Return - Somerset - Taunton Dean Hundred - Certificate of justices of the peace.,1642,Protestation Returns,,,,,,Certificate of justices of the peace,<null>,<null>
HL/PO/JO/10/1/104/15,Protestation Return - Somerset - Taunton Dean Hundred - Augersleigh.,1642,Protestation Returns,,,,,,Augersleigh,<null>,<null>
HL/PO/JO/10/1/104/16,Protestation Return - Somerset - Taunton Dean Hundred - Bagborough.,1642,Protestation Returns,,,,,,Bagborough,"51.0942943, -3.1982164",<null>
HL/PO/JO/10/1/104/17,Protestation Return - Somerset - Taunton Dean Hundred - Bradford.,1642,Protestation Returns,,,,,,Bradford,"53.7941567, -1.7494778",<null>
HL/PO/JO/10/1/104/18,Protestation Return - Somerset - Taunton Dean Hundred - Cheddon [Fitzpaine].,1642,Protestation Returns,,,,,,Cheddon ,"51.0424207, -3.080961",<null>
HL/PO/JO/10/1/104/19,Protestation Return - Somerset - Taunton Dean Hundred - Combe Florey.,1642,Protestation Returns,,,,,,Combe Florey,"51.073397, -3.2145128",<null>
HL/PO/JO/10/1/104/20,Protestation Return - Somerset - Taunton Dean Hundred - Corfe.,1642,Protestation Returns,,,,,,Corfe,"50.9694231, -3.0950124",<null>
HL/PO/JO/10/1/104/21,Protestation Return - Somerset - Taunton Dean Hundred - Cothelstone.,1642,Protestation Returns,,,,,,Cothelstone,"51.0806581, -3.1680577",<null>
HL/PO/JO/10/1/104/22,Protestation Return - Somerset - Taunton Dean Hundred - Heathfield.,1642,Protestation Returns,,,,,,Heathfield,"50.9717443, 0.2517025",<null>
HL/PO/JO/10/1/104/23,Protestation Return - Somerset - Taunton Dean Hundred - Hill Bishops or Bishops Hull.,1642,Protestation Returns,,,,,,Hill Bishops or Bishops Hull,<null>,<null>
HL/PO/JO/10/1/104/24,Protestation Return - Somerset - Taunton Dean Hundred - Hillfarence.,1642,Protestation Returns,,,,,,Hillfarence,<null>,<null>
HL/PO/JO/10/1/104/25,Protestation Return - Somerset - Taunton Dean Hundred - Kingston juxta Taunton.,1642,Protestation Returns,,,,,,Kingston juxta Taunton,<null>,<null>
HL/PO/JO/10/1/104/26,Protestation Return - Somerset - Taunton Dean Hundred - Lydiard St Lawrence.,1642,Protestation Returns,,,,,,Lydiard St Lawrence,<null>,<null>
HL/PO/JO/10/1/104/27,Protestation Return - Somerset - Taunton Dean Hundred - Ninehead.,1642,Protestation Returns,,,,,,Ninehead,<null>,<null>
HL/PO/JO/10/1/104/28,Protestation Return - Somerset - Taunton Dean Hundred - Norton Fitzwarren.,1642,Protestation Returns,,,,,,Norton Fitzwarren,"51.0266956, -3.1500972",<null>
HL/PO/JO/10/1/104/29,Protestation Return - Somerset - Taunton Dean Hundred - Oake.,1642,Protestation Returns,,,,,,Oake,"51.0234439, -3.207518",<null>
HL/PO/JO/10/1/104/30,Protestation Return - Somerset - Taunton Dean Hundred - Orchard [Portman].,1642,Protestation Returns,,,,,,Orchard ,"52.58148685, 0.571856806099558",<null>
HL/PO/JO/10/1/104/31,Protestation Return - Somerset - Taunton Dean Hundred - Otterford.,1642,Protestation Returns,,,,,,Otterford,"50.9228609, -3.1066501",<null>
HL/PO/JO/10/1/104/32,Protestation Return - Somerset - Taunton Dean Hundred - Pitmister [Pitminster].,1642,Protestation Returns,,,,,,Pitmister ,<null>,<null>
HL/PO/JO/10/1/104/33,Protestation Return - Somerset - Taunton Dean Hundred - Ryston [Ruishton].,1642,Protestation Returns,,,,,,Ryston ,"52.5826213, 0.4046641",<null>
HL/PO/JO/10/1/104/34,Protestation Return - Somerset - Taunton Dean Hundred - Staplegrove.,1642,Protestation Returns,,,,,,Staplegrove,"51.0321595, -3.1237369",<null>
HL/PO/JO/10/1/104/35,Protestation Return - Somerset - Taunton Dean Hundred - Stoke St. Mary.,1642,Protestation Returns,,,,,,Stoke St Mary,"50.9957264, -3.0502645",<null>
HL/PO/JO/10/1/104/36,Protestation Return - Somerset - Taunton Dean Hundred - Taunton.,1642,Protestation Returns,,,,,,Taunton,"51.015024, -3.102981",<null>
HL/PO/JO/10/1/104/37,Protestation Return - Somerset - Taunton Dean Hundred - Trull.,1642,Protestation Returns,,,,,,Trull,"50.9944942, -3.121911",<null>
HL/PO/JO/10/1/104/38,Protestation Return - Somerset - Taunton Dean Hundred - Wilton.,1642,Protestation Returns,,,,,,Wilton,"51.0805315, -1.8607051",<null>
HL/PO/JO/10/1/104/39,Protestation Return - Somerset - Taunton Dean Hundred - With[i]ell [Morey].,1642,Protestation Returns,,,,,,With,"53.69917855, -2.4709035833781",<null>
HL/PO/JO/10/1/104/40,Protestation Return - Somerset - Wells Forum Hundred - Binegar.,1642,Protestation Returns,,,,,,Binegar,"51.2418894, -2.5517242",<null>
HL/PO/JO/10/1/104/41,Protestation Return - Somerset - Wells Forum Hundred - Dinder.,1642,Protestation Returns,,,,,,Dinder,"51.1986416, -2.6082015",<null>
HL/PO/JO/10/1/104/42,Protestation Return - Somerset - Wells Forum Hundred - Evercreech.,1642,Protestation Returns,,,,,,Evercreech,"51.1467094, -2.5037169",<null>
HL/PO/JO/10/1/104/43,Protestation Return - Somerset - Wells Forum Hundred - Litton.,1642,Protestation Returns,,,,,,Litton,"54.1625746, -2.1463279",<null>
HL/PO/JO/10/1/104/44,Protestation Return - Somerset - Wells Forum Hundred - Priddy.,1642,Protestation Returns,,,,,,Priddy,"51.2576879, -2.6784046",<null>
HL/PO/JO/10/1/104/45,"Protestation Return - Somerset - Wells Forum Hundred - Wells, (St Andrew, Cathedral).",1642,Protestation Returns,,,,,,"Wells, (St Andrew, Cathedral)",<null>,<null>
HL/PO/JO/10/1/104/46,Protestation Return - Somerset - Wells Forum Hundred - Wells (St Cuthbert).,1642,Protestation Returns,,,,,,Wells (St Cuthbert),"51.2100797, -2.6001214057067",<null>
HL/PO/JO/10/1/104/47,Protestation Return - Somerset - Wells Forum Hundred - Westbury.,1642,Protestation Returns,,,,,,Westbury,"51.261079, -2.1836535",<null>
HL/PO/JO/10/1/104/48,Protestation Return - Somerset - Wells Forum Hundred - Wookie [Wokey].,1642,Protestation Returns,,,,,,Wookie ,<null>,<null>
HL/PO/JO/10/1/104/49,Protestation Return - Somerset - Wells Forum Hundred - List of names.,1642,Protestation Returns,,,,,,List of names,<null>,<null>
HL/PO/JO/10/1/104/50,Protestation Return - Somerset - Whitstone Hundred - Allhampton and Sutton.,1642,Protestation Returns,,,,,,Allhampton and Sutton,<null>,<null>
HL/PO/JO/10/1/104/51,Protestation Return - Somerset - Whitstone Hundred - Batcombe.,1642,Protestation Returns,,,,,,Batcombe,"51.1499023, -2.4460522",<null>
HL/PO/JO/10/1/104/52,Protestation Return - Somerset - Whitstone Hundred - Crenmor [Cranmor's] West.,1642,Protestation Returns,,,,,,Crenmor  West,<null>,<null>
HL/PO/JO/10/1/104/53,Protestation Return - Somerset - Whitstone Hundred - Croscombe.,1642,Protestation Returns,,,,,,Croscombe,"51.1970653, -2.5873392",<null>
HL/PO/JO/10/1/104/54,Protestation Return - Somerset - Whitstone Hundred - Ditcheat.,1642,Protestation Returns,,,,,,Ditcheat,"51.1223815, -2.5402451",<null>
HL/PO/JO/10/1/104/55,Protestation Return - Somerset - Whitstone Hundred - Hornblotton.,1642,Protestation Returns,,,,,,Hornblotton,"51.1047377, -2.5859798",<null>
HL/PO/JO/10/1/104/56,Protestation Return - Somerset - Whitstone Hundred - Lamyatt.,1642,Protestation Returns,,,,,,Lamyatt,"51.1237547, -2.488378",<null>
HL/PO/JO/10/1/104/57,Protestation Return - Somerset - Whitstone Hundred - Lottisham.,1642,Protestation Returns,,,,,,Lottisham,"51.1096687, -2.6118126",<null>
HL/PO/JO/10/1/104/58,"Protestation Return - Somerset - Whitstone Hundred - Pennard, East.",1642,Protestation Returns,,,,,,"Pennard, East","51.5766066, -4.0852713",<null>
HL/PO/JO/10/1/104/59,Protestation Return - Somerset - Whitstone Hundred - Pilton and tithings.,1642,Protestation Returns,,,,,,Pilton and tithings,<null>,<null>
HL/PO/JO/10/1/104/60,Protestation Return - Somerset - Whitstone Hundred - Pylle alias Pull.,1642,Protestation Returns,,,,,,Pylle alias Pull,<null>,<null>
HL/PO/JO/10/1/104/61,Protestation Return - Somerset - Whitstone Hundred - Wootton.,1642,Protestation Returns,,,,,,Wootton,"52.0965251, -0.5274242",<null>
HL/PO/JO/10/1/104/62,Protestation Return - Somerset - Whitstone Hundred - Wraxhall.,1642,Protestation Returns,,,,,,Wraxhall,"53.5089421, -2.5353106",<null>
HL/PO/JO/10/1/104/63,Protestation Return - Somerset - Williton Fremanors Hundred - Certificate of justices of peace.,1642,Protestation Returns,,,,,,Certificate of justices of peace,<null>,<null>
HL/PO/JO/10/1/104/64,Protestation Return - Somerset - Williton Fremanors Hundred - Bicknoller.,1642,Protestation Returns,,,,,,Bicknoller,"51.1473514, -3.2723718",<null>
HL/PO/JO/10/1/104/65,Protestation Return - Somerset - Williton Fremanors Hundred - Brompton Ralph.,1642,Protestation Returns,,,,,,Brompton Ralph,"51.0826917, -3.3071879",<null>
HL/PO/JO/10/1/104/66,Protestation Return - Somerset - Williton Fremanors Hundred - Brompton Regis.,1642,Protestation Returns,,,,,,Brompton Regis,"51.0734234, -3.4988677",<null>
HL/PO/JO/10/1/104/67,Protestation Return - Somerset - Williton Fremanors Hundred - Brushford.,1642,Protestation Returns,,,,,,Brushford,"51.0205642, -3.5385325",<null>
HL/PO/JO/10/1/104/68,Protestation Return - Somerset - Williton Fremanors Hundred - Chipstable.,1642,Protestation Returns,,,,,,Chipstable,"51.0351541, -3.3658497",<null>
HL/PO/JO/10/1/104/69,Protestation Return - Somerset - Williton Fremanors Hundred - Clatworthy.,1642,Protestation Returns,,,,,,Clatworthy,"51.069328, -3.353703",<null>
HL/PO/JO/10/1/104/70,Protestation Return - Somerset - Williton Fremanors Hundred - Cro[w]combe.,1642,Protestation Returns,,,,,,Crocombe,"51.3313104, -2.471982",<null>
HL/PO/JO/10/1/104/71,Protestation Return - Somerset - Williton Fremanors Hundred - Dodington.,1642,Protestation Returns,,,,,,Dodington,"51.5188343, -2.362419",<null>
HL/PO/JO/10/1/104/72,Protestation Return - Somerset - Williton Fremanors Hundred - Dulverton.,1642,Protestation Returns,,,,,,Dulverton,"51.0403436, -3.5486538",<null>
HL/PO/JO/10/1/104/73,Protestation Return - Somerset - Williton Fremanors Hundred - Elworthy.,1642,Protestation Returns,,,,,,Elworthy,"51.107131, -3.3103423",<null>
HL/PO/JO/10/1/104/74,Protestation Return - Somerset - Williton Fremanors Hundred - Exton.,1642,Protestation Returns,,,,,,Exton,"50.99896205, -1.16751443559127",<null>
HL/PO/JO/10/1/104/75,Protestation Return - Somerset - Williton Fremanors Hundred - Halse.,1642,Protestation Returns,,,,,,Halse,"52.0597039, -1.1752157",<null>
HL/PO/JO/10/1/104/76,Protestation Return - Somerset - Williton Fremanors Hundred - Hawkridge.,1642,Protestation Returns,,,,,,Hawkridge,"51.06297, -3.6276785",<null>
HL/PO/JO/10/1/104/77,Protestation Return - Somerset - Williton Fremanors Hundred - Huish Champflower.,1642,Protestation Returns,,,,,,Huish Champflower,"51.0552705, -3.35852",<null>
HL/PO/JO/10/1/104/78,Protestation Return - Somerset - Williton Fremanors Hundred - Kilton.,1642,Protestation Returns,,,,,,Kilton,"51.1885939, -3.1971804",<null>
HL/PO/JO/10/1/104/79,Protestation Return - Somerset - Williton Fremanors Hundred - Kilve.,1642,Protestation Returns,,,,,,Kilve,"51.1788476, -3.2187327",<null>
HL/PO/JO/10/1/104/80,Protestation Return - Somerset - Williton Fremanors Hundred - Lilstock.,1642,Protestation Returns,,,,,,Lilstock,"51.1967426, -3.1918868",<null>
HL/PO/JO/10/1/104/81,Protestation Return - Somerset - Williton Fremanors Hundred - Monksilver.,1642,Protestation Returns,,,,,,Monksilver,"51.1285117, -3.3253481",<null>
HL/PO/JO/10/1/104/82,Protestation Return - Somerset - Williton Fremanors Hundred - Nettlecombe.,1642,Protestation Returns,,,,,,Nettlecombe,"50.7577713, -2.6843343",<null>
HL/PO/JO/10/1/104/83,Protestation Return - Somerset - Williton Fremanors Hundred - Old Cleeve.,1642,Protestation Returns,,,,,,Old Cleeve,"51.1682638, -3.3742209",<null>
HL/PO/JO/10/1/104/84,"Protestation Return - Somerset - Williton Fremanors Hundred - Quantoxhead, East.",1642,Protestation Returns,,,,,,"Quantoxhead, East","51.1829066, -3.2356447",<null>
HL/PO/JO/10/1/104/85,"Protestation Return - Somerset - Williton Fremanors Hundred - Quantoxhead, West.",1642,Protestation Returns,,,,,,"Quantoxhead, West","51.1829066, -3.2356447",<null>
HL/PO/JO/10/1/104/86,Protestation Return - Somerset - Williton Fremanors Hundred - Raddington.,1642,Protestation Returns,,,,,,Raddington,"51.5194821, -0.2077928",<null>
HL/PO/JO/10/1/104/87,Protestation Return - Somerset - Williton Fremanors Hundred - Sampford Brett.,1642,Protestation Returns,,,,,,Sampford Brett,"51.153786, -3.3038211",<null>
HL/PO/JO/10/1/104/88,Protestation Return - Somerset - Williton Fremanors Hundred - Skilgate.,1642,Protestation Returns,,,,,,Skilgate,"51.0355885, -3.4454387",<null>
HL/PO/JO/10/1/104/89,Protestation Return - Somerset - Williton Fremanors Hundred - Stogumber.,1642,Protestation Returns,,,,,,Stogumber,"51.1280182, -3.2906308",<null>
HL/PO/JO/10/1/104/90,Protestation Return - Somerset - Williton Fremanors Hundred - Stowey Nether.,1642,Protestation Returns,,,,,,Stowey Nether,"51.1511364, -3.1566956",<null>
HL/PO/JO/10/1/104/91,Protestation Return - Somerset - Williton Fremanors Hundred - Stowey Over.,1642,Protestation Returns,,,,,,Stowey Over,"51.1400967, -3.1649335",<null>
HL/PO/JO/10/1/104/92,Protestation Return - Somerset - Williton Fremanors Hundred - Upton.,1642,Protestation Returns,,,,,,Upton,"51.0505535, -3.433098",<null>
HL/PO/JO/10/1/104/93,Protestation Return - Somerset - Williton Fremanors Hundred - [Watchet otherwise] St. Decumans.,1642,Protestation Returns,,,,,, St Decumans,"51.1797505, -3.3272887",<null>
HL/PO/JO/10/1/104/94,Protestation Return - Somerset - Williton Fremanors Hundred - Winsford.,1642,Protestation Returns,,,,,,Winsford,"53.1920711, -2.5313108",<null>
HL/PO/JO/10/1/104/95,Protestation Return - Somerset - Williton Fremanors Hundred - Withypoole.,1642,Protestation Returns,,,,,,Withypoole,<null>,<null>
HL/PO/JO/10/1/104/96,Protestation Return - Somerset - Williton Fremanors Hundred - Woodverd [Woodford].,1642,Protestation Returns,,,,,,Woodverd ,<null>,<null>
HL/PO/JO/10/1/105/1,Protestation Return - Stafford - Offlow (North And South Divisions) Hundred - Certificate of justices of peace.,1642,Protestation Returns,,,,,,Certificate of justices of peace,<null>,<null>
HL/PO/JO/10/1/105/2,"Protestation Return - Stafford - Offlow (North Division) Hundred - Alrewas, Fradley, Orgreave, and Edinghall.",1642,Protestation Returns,,,,,,"Alrewas, Fradley, Orgreave, and Edinghall",<null>,<null>
HL/PO/JO/10/1/105/3,Protestation Return - Stafford - Offlow (North Division) Hundred - Bart - under - Needwood.,1642,Protestation Returns,,,,,,Needwood,"52.8180695, -1.7353795",<null>
HL/PO/JO/10/1/105/4,Protestation Return - Stafford - Offlow (North Division) Hundred - Bromley Regis.,1642,Protestation Returns,,,,,,Bromley Regis,"51.9093863, -0.5061929",<null>
HL/PO/JO/10/1/105/5,Protestation Return - Stafford - Offlow (North Division) Hundred - Burton - upon - Trent.,1642,Protestation Returns,,,,,,Trent,"50.9643427, -2.5818855",<null>
HL/PO/JO/10/1/105/6,"Protestation Return - Stafford - Offlow (North Division) Hundred - Clifton, Campville, Haunton, and Harleston.",1642,Protestation Returns,,,,,,"Clifton, Campville, Haunton, and Harleston",<null>,<null>
HL/PO/JO/10/1/105/7,Protestation Return - Stafford - Offlow (North Division) Hundred - Hamstall Ridware.,1642,Protestation Returns,,,,,,Hamstall Ridware,<null>,<null>
HL/PO/JO/10/1/105/8,"Protestation Return - Stafford - Offlow (North Division) Hundred - Hanbury, Woodend, Draycoat, Stubby Lane, Fauld, and Coton.",1642,Protestation Returns,,,,,,"Hanbury, Woodend, Draycoat, Stubby Lane, Fauld, and Coton",<null>,<null>
HL/PO/JO/10/1/105/9,Protestation Return - Stafford - Offlow (North Division) Hundred - Lichfield (City).,1642,Protestation Returns,,,,,,Lichfield (City),"52.6798923, -1.8254904",<null>
HL/PO/JO/10/1/105/10,Protestation Return - Stafford - Offlow (North Division) Hundred - Lichfield St Michael.,1642,Protestation Returns,,,,,,Lichfield St Michael,"52.6850727, -1.8195359",<null>
HL/PO/JO/10/1/105/11,Protestation Return - Stafford - Offlow (North Division) Hundred - Mavesyn Ridware.,1642,Protestation Returns,,,,,,Mavesyn Ridware,"52.7507314, -1.8805524",<null>
HL/PO/JO/10/1/105/12,Protestation Return - Stafford - Offlow (North Division) Hundred - Newborough and Hoarcross.,1642,Protestation Returns,,,,,,Newborough and Hoarcross,<null>,<null>
HL/PO/JO/10/1/105/13,Protestation Return - Stafford - Offlow (North Division) Hundred - Pipe Ridware.,1642,Protestation Returns,,,,,,Pipe Ridware,"52.7581965, -1.8593738",<null>
HL/PO/JO/10/1/105/14,Protestation Return - Stafford - Offlow (North Division) Hundred - Rolleston and Annesley.,1642,Protestation Returns,,,,,,Rolleston and Annesley,<null>,<null>
HL/PO/JO/10/1/105/15,"Protestation Return - Stafford - Offlow (North Division) Hundred - Tatenhill, Callingwood, and Dunstall.",1642,Protestation Returns,,,,,,"Tatenhill, Callingwood, and Dunstall",<null>,<null>
HL/PO/JO/10/1/105/16,Protestation Return - Stafford - Offlow (North Division) Hundred - Thorpe [Constantine].,1642,Protestation Returns,,,,,,Thorpe ,"53.3138051, 0.2486546",<null>
HL/PO/JO/10/1/105/17,Protestation Return - Stafford - Offlow (North Division) Hundred - Tutbury.,1642,Protestation Returns,,,,,,Tutbury,"52.8571884, -1.6846857",<null>
HL/PO/JO/10/1/105/18,Protestation Return - Stafford - Offlow (North Division) Hundred - Whittington.,1642,Protestation Returns,,,,,,Whittington,"52.5896227, -1.5608063",<null>
HL/PO/JO/10/1/105/19,Protestation Return - Stafford - Offlow (North Division) Hundred - Wichnor.,1642,Protestation Returns,,,,,,Wichnor,"52.9173817, -1.1777769",<null>
HL/PO/JO/10/1/105/20,Protestation Return - Stafford - Offlow (North Division) Hundred - Yoxall.,1642,Protestation Returns,,,,,,Yoxall,"52.7677162, -1.7917165",<null>
HL/PO/JO/10/1/105/21,Protestation Return - Stafford - Offlow (South Division) Hundred - Aldridge.,1642,Protestation Returns,,,,,,Aldridge,"52.604023, -1.9172173",<null>
HL/PO/JO/10/1/105/22,Protestation Return - Stafford - Offlow (South Division) Hundred - Armitage and Handsacre.,1642,Protestation Returns,,,,,,Armitage and Handsacre,"52.7407424, -1.8692925",<null>
HL/PO/JO/10/1/105/23,"Protestation Return - Stafford - Offlow (South Division) Hundred - Barr, Great.",1642,Protestation Returns,,,,,,"Barr, Great","52.5562727, -1.92087419785943",<null>
