HL/PO/JO/10/1/77/5,"51.482206, -1.187578"
HL/PO/JO/10/1/77/6,"51.561137, -1.195344"
HL/PO/JO/10/1/77/9,"51.708434, -1.336699"
HL/PO/JO/10/1/77/11,"51.007583, -2.846584"
HL/PO/JO/10/1/77/14,"51.418292, -1.787335"
HL/PO/JO/10/1/77/15,"51.654908, -1.38979"
HL/PO/JO/10/1/77/20,"51.647686, -1.42563"
HL/PO/JO/10/1/77/21,"51.678908, -1.338261"
HL/PO/JO/10/1/77/23,"51.608703, -1.192662"
HL/PO/JO/10/1/77/24,"51.600912, -1.21218"
HL/PO/JO/10/1/77/25,"51.547289, -1.161685"
HL/PO/JO/10/1/77/28,"51.218142, -1.22552"
HL/PO/JO/10/1/77/29,"51.519955, -1.165597"
HL/PO/JO/10/1/77/32,"51.057752, -3.434951"
HL/PO/JO/10/1/77/33,"51.635233, -1.184255"
HL/PO/JO/10/1/77/34,"51.638602, -1.207616"
HL/PO/JO/10/1/77/35,"51.771925, -1.32028"
HL/PO/JO/10/1/77/37,"51.500405, -1.310125"
HL/PO/JO/10/1/77/40,"51.376727, -1.200977"
HL/PO/JO/10/1/77/42,"51.599142, -1.453536"
HL/PO/JO/10/1/77/43,"51.599848, -1.47725"
HL/PO/JO/10/1/77/45,"51.799954, -1.005791"
HL/PO/JO/10/1/77/46,"51.220689, -0.62636"
HL/PO/JO/10/1/77/48,"52.146134, -1.359244"
HL/PO/JO/10/1/77/49,"51.567808, -0.909195"
HL/PO/JO/10/1/77/5,"51.482206, -1.187578"
HL/PO/JO/10/1/77/6,"51.561137, -1.195344"
HL/PO/JO/10/1/77/9,"51.708434, -1.336699"
HL/PO/JO/10/1/77/11,"51.007583, -2.846584"
HL/PO/JO/10/1/77/14,"51.418292, -1.787335"
HL/PO/JO/10/1/77/15,"51.654908, -1.38979"
HL/PO/JO/10/1/77/20,"51.647686, -1.42563"
HL/PO/JO/10/1/77/21,"51.678908, -1.338261"
HL/PO/JO/10/1/77/23,"51.608703, -1.192662"
HL/PO/JO/10/1/77/24,"51.600912, -1.21218"
HL/PO/JO/10/1/77/25,"51.547289, -1.161685"
HL/PO/JO/10/1/77/28,"51.218142, -1.22552"
HL/PO/JO/10/1/77/29,"51.519955, -1.165597"
HL/PO/JO/10/1/77/32,"51.057752, -3.434951"
HL/PO/JO/10/1/77/33,"51.635233, -1.184255"
HL/PO/JO/10/1/77/34,"51.638602, -1.207616"
HL/PO/JO/10/1/77/35,"51.771925, -1.32028"
HL/PO/JO/10/1/77/37,"51.500405, -1.310125"
HL/PO/JO/10/1/77/40,"51.376727, -1.200977"
HL/PO/JO/10/1/77/42,"51.599142, -1.453536"
HL/PO/JO/10/1/77/43,"51.599848, -1.47725"
HL/PO/JO/10/1/77/45,"51.799954, -1.005791"
HL/PO/JO/10/1/77/46,"51.220689, -0.62636"
HL/PO/JO/10/1/77/48,"52.146134, -1.359244"
HL/PO/JO/10/1/77/49,"51.567808, -0.909195"
HL/PO/JO/10/1/77/101,"52.257242, -1.448222"
HL/PO/JO/10/1/78/1,"51.950886, -0.918751"
HL/PO/JO/10/1/78/2,"51.971018, -0.917864"
HL/PO/JO/10/1/78/3,"52.034566, -0.974213"
HL/PO/JO/10/1/78/4,"53.081357, -2.827525"
HL/PO/JO/10/1/78/5,"52.02509, -0.870053"
HL/PO/JO/10/1/78/6,"52.049229, -1.079676"
HL/PO/JO/10/1/78/11,"51.956391, -1.004033"
HL/PO/JO/10/1/78/12,"52.037963, -0.940155"
HL/PO/JO/10/1/78/14,"51.895282, -1.065466"
HL/PO/JO/10/1/78/15,"50.700642, -2.291755"
HL/PO/JO/10/1/78/16,"51.969861, -0.950195"
HL/PO/JO/10/1/78/17,"51.953175, -1.043342"
HL/PO/JO/10/1/78/18,"52.008535, -1.016437"
HL/PO/JO/10/1/78/20,"51.93083, -0.991223"
HL/PO/JO/10/1/78/21,"52.358634, -3.018206"
HL/PO/JO/10/1/78/22,"51.995348, -0.913496"
HL/PO/JO/10/1/78/26,"51.93023, -1.036873"
HL/PO/JO/10/1/78/27,"52.016633, -1.04782"
HL/PO/JO/10/1/78/28,"52.673382, -2.972218"
HL/PO/JO/10/1/78/34,"51.793425, -0.689062"
HL/PO/JO/10/1/78/35,"51.95306, -0.763329"
HL/PO/JO/10/1/78/36,"51.913375, -0.807657"
HL/PO/JO/10/1/78/40,"51.914325, -0.832547"
HL/PO/JO/10/1/78/41,"51.973629, -0.882831"
HL/PO/JO/10/1/78/42,"51.968287, -0.840378"
HL/PO/JO/10/1/78/43,"51.842427, -0.615827"
HL/PO/JO/10/1/78/46,"51.872564, -0.693973"
HL/PO/JO/10/1/78/48,"51.881048, -0.654026"
HL/PO/JO/10/1/78/53,"52.124908, -1.678419"
HL/PO/JO/10/1/78/54,"51.897581, -0.731004"
HL/PO/JO/10/1/77/101,"52.257242, -1.448222"
HL/PO/JO/10/1/78/1,"51.950886, -0.918751"
HL/PO/JO/10/1/78/2,"51.971018, -0.917864"
HL/PO/JO/10/1/78/3,"52.034566, -0.974213"
HL/PO/JO/10/1/78/4,"53.081357, -2.827525"
HL/PO/JO/10/1/78/5,"52.02509, -0.870053"
HL/PO/JO/10/1/78/6,"52.049229, -1.079676"
HL/PO/JO/10/1/78/11,"51.956391, -1.004033"
HL/PO/JO/10/1/78/12,"52.037963, -0.940155"
HL/PO/JO/10/1/78/14,"51.895282, -1.065466"
HL/PO/JO/10/1/78/15,"50.700642, -2.291755"
HL/PO/JO/10/1/78/16,"51.969861, -0.950195"
HL/PO/JO/10/1/78/17,"51.953175, -1.043342"
HL/PO/JO/10/1/78/18,"52.008535, -1.016437"
HL/PO/JO/10/1/78/20,"51.93083, -0.991223"
HL/PO/JO/10/1/78/21,"52.358634, -3.018206"
HL/PO/JO/10/1/78/22,"51.995348, -0.913496"
HL/PO/JO/10/1/78/26,"51.93023, -1.036873"
HL/PO/JO/10/1/78/27,"52.016633, -1.04782"
HL/PO/JO/10/1/78/28,"52.673382, -2.972218"
HL/PO/JO/10/1/78/34,"51.793425, -0.689062"
HL/PO/JO/10/1/78/35,"51.95306, -0.763329"
HL/PO/JO/10/1/78/36,"51.913375, -0.807657"
HL/PO/JO/10/1/78/40,"51.914325, -0.832547"
HL/PO/JO/10/1/78/41,"51.973629, -0.882831"
HL/PO/JO/10/1/78/42,"51.968287, -0.840378"
HL/PO/JO/10/1/78/43,"51.842427, -0.615827"
HL/PO/JO/10/1/78/46,"51.872564, -0.693973"
HL/PO/JO/10/1/78/48,"51.881048, -0.654026"
HL/PO/JO/10/1/78/53,"52.124908, -1.678419"
HL/PO/JO/10/1/78/54,"51.897581, -0.731004"
HL/PO/JO/10/1/79/44,"50.223934, -5.154429"
HL/PO/JO/10/1/79/46,"49.978036, -5.210305"
HL/PO/JO/10/1/79/47,"50.156066, -5.14924"
HL/PO/JO/10/1/79/48,"50.078251, -5.138237"
HL/PO/JO/10/1/79/49,"50.071171, -5.208784"
HL/PO/JO/10/1/79/50,"50.118496, -5.110691"
HL/PO/JO/10/1/79/51,"50.006898, -5.243904"
HL/PO/JO/10/1/79/52,"50.18511, -5.070792"
HL/PO/JO/10/1/79/53,"50.170396, -5.105897"
HL/PO/JO/10/1/79/57,"50.080911, -5.10823"
HL/PO/JO/10/1/79/58,"50.043977, -5.119552"
HL/PO/JO/10/1/79/59,"50.070295, -5.16402"
HL/PO/JO/10/1/79/60,"50.125868, -5.288563"
HL/PO/JO/10/1/80/10,"50.157443, -5.485517"
HL/PO/JO/10/1/80/11,"50.137687, -5.561768"
HL/PO/JO/10/1/80/13,"50.159925, -5.628696"
HL/PO/JO/10/1/80/14,"50.083571, -5.573212"
HL/PO/JO/10/1/80/15,"50.105109, -5.556051"
HL/PO/JO/10/1/80/19,"50.157701, -5.41457"
HL/PO/JO/10/1/80/20,"50.125955, -5.408704"
HL/PO/JO/10/1/80/22,"50.126376, -5.677305"
HL/PO/JO/10/1/80/26,"50.187501, -5.573551"
HL/PO/JO/10/1/80/27,"50.612709, -4.648536"
HL/PO/JO/10/1/80/29,"50.636706, -4.602051"
HL/PO/JO/10/1/80/31,"50.341835, -4.601722"
HL/PO/JO/10/1/80/34,"50.579857, -4.714294"
HL/PO/JO/10/1/80/36,"50.694608, -4.599759"
HL/PO/JO/10/1/80/37,"50.770899, -4.553338"
HL/PO/JO/10/1/80/38,"50.634122, -4.552198"
HL/PO/JO/10/1/80/40,"50.693867, -4.64594"
HL/PO/JO/10/1/79/44,"50.223934, -5.154429"
HL/PO/JO/10/1/79/46,"49.978036, -5.210305"
HL/PO/JO/10/1/79/47,"50.156066, -5.14924"
HL/PO/JO/10/1/79/48,"50.078251, -5.138237"
HL/PO/JO/10/1/79/49,"50.071171, -5.208784"
HL/PO/JO/10/1/79/50,"50.118496, -5.110691"
HL/PO/JO/10/1/79/51,"50.006898, -5.243904"
HL/PO/JO/10/1/79/52,"50.18511, -5.070792"
HL/PO/JO/10/1/79/53,"50.170396, -5.105897"
HL/PO/JO/10/1/79/57,"50.080911, -5.10823"
HL/PO/JO/10/1/79/58,"50.043977, -5.119552"
HL/PO/JO/10/1/79/59,"50.070295, -5.16402"
HL/PO/JO/10/1/79/60,"50.125868, -5.288563"
HL/PO/JO/10/1/80/10,"50.157443, -5.485517"
HL/PO/JO/10/1/80/11,"50.137687, -5.561768"
HL/PO/JO/10/1/80/13,"50.159925, -5.628696"
HL/PO/JO/10/1/80/14,"50.083571, -5.573212"
HL/PO/JO/10/1/80/15,"50.105109, -5.556051"
HL/PO/JO/10/1/80/19,"50.157701, -5.41457"
HL/PO/JO/10/1/80/20,"50.125955, -5.408704"
HL/PO/JO/10/1/80/22,"50.126376, -5.677305"
HL/PO/JO/10/1/80/26,"50.187501, -5.573551"
HL/PO/JO/10/1/80/27,"50.612709, -4.648536"
HL/PO/JO/10/1/80/29,"50.636706, -4.602051"
HL/PO/JO/10/1/80/31,"50.341835, -4.601722"
HL/PO/JO/10/1/80/34,"50.579857, -4.714294"
HL/PO/JO/10/1/80/36,"50.694608, -4.599759"
HL/PO/JO/10/1/80/37,"50.770899, -4.553338"
HL/PO/JO/10/1/80/38,"50.634122, -4.552198"
HL/PO/JO/10/1/80/40,"50.693867, -4.64594"
HL/PO/JO/10/1/81/29,"50.74753, -4.412198"
HL/PO/JO/10/1/81/30,"50.866584, -3.63612"
HL/PO/JO/10/1/81/33,"50.747093, -4.495153"
HL/PO/JO/10/1/81/34,"50.760013, -4.45351"
HL/PO/JO/10/1/81/36,"50.467584, -4.716606"
HL/PO/JO/10/1/81/39,"50.497279, -4.716373"
HL/PO/JO/10/1/81/41,"50.579998, -4.832876"
HL/PO/JO/10/1/81/42,"50.560998, -4.791192"
HL/PO/JO/10/1/81/43,"50.521654, -4.742247"
HL/PO/JO/10/1/81/44,"50.605213, -4.759394"
HL/PO/JO/10/1/81/45,"50.552276, -4.735824"
HL/PO/JO/10/1/81/48,"50.441654, -4.604027"
HL/PO/JO/10/1/81/49,"50.483618, -4.657767"
HL/PO/JO/10/1/81/50,"50.394999, -4.506036"
HL/PO/JO/10/1/81/52,"50.393161, -4.563881"
HL/PO/JO/10/1/81/55,"50.45824, -4.466723"
HL/PO/JO/10/1/81/56,"50.392141, -4.429037"
HL/PO/JO/10/1/81/57,"50.36741, -4.52813"
HL/PO/JO/10/1/81/58,"50.51236, -4.481126"
HL/PO/JO/10/1/81/59,"50.418939, -4.469592"
HL/PO/JO/10/1/81/60,"50.436105, -4.535458"
HL/PO/JO/10/1/81/61,"50.374461, -4.61674"
HL/PO/JO/10/1/81/62,"50.410019, -4.632981"
HL/PO/JO/10/1/82/4,"54.65893, -3.410484"
HL/PO/JO/10/1/82/9,"54.616404, -3.433223"
HL/PO/JO/10/1/82/12,"54.649892, -3.315369"
HL/PO/JO/10/1/82/15,"54.423202, -3.424673"
HL/PO/JO/10/1/82/16,"54.473546, -3.494317"
HL/PO/JO/10/1/82/18,"54.249071, -0.453384"
HL/PO/JO/10/1/82/19,"54.562712, -3.412231"
HL/PO/JO/10/1/82/20,"54.614498, -3.274851"
HL/PO/JO/10/1/82/21,"54.569291, -3.344844"
HL/PO/JO/10/1/82/22,"54.195944, -3.284463"
HL/PO/JO/10/1/82/24,"54.358665, -3.357632"
HL/PO/JO/10/1/82/25,"54.440632, -3.464212"
HL/PO/JO/10/1/81/29,"50.74753, -4.412198"
HL/PO/JO/10/1/81/30,"50.866584, -3.63612"
HL/PO/JO/10/1/81/33,"50.747093, -4.495153"
HL/PO/JO/10/1/81/34,"50.760013, -4.45351"
HL/PO/JO/10/1/81/36,"50.467584, -4.716606"
HL/PO/JO/10/1/81/39,"50.497279, -4.716373"
HL/PO/JO/10/1/81/41,"50.579998, -4.832876"
HL/PO/JO/10/1/81/42,"50.560998, -4.791192"
HL/PO/JO/10/1/81/43,"50.521654, -4.742247"
HL/PO/JO/10/1/81/44,"50.605213, -4.759394"
HL/PO/JO/10/1/81/45,"50.552276, -4.735824"
HL/PO/JO/10/1/81/48,"50.441654, -4.604027"
HL/PO/JO/10/1/81/49,"50.483618, -4.657767"
HL/PO/JO/10/1/81/50,"50.394999, -4.506036"
HL/PO/JO/10/1/81/52,"50.393161, -4.563881"
HL/PO/JO/10/1/81/55,"50.45824, -4.466723"
HL/PO/JO/10/1/81/56,"50.392141, -4.429037"
HL/PO/JO/10/1/81/57,"50.36741, -4.52813"
HL/PO/JO/10/1/81/58,"50.51236, -4.481126"
HL/PO/JO/10/1/81/59,"50.418939, -4.469592"
HL/PO/JO/10/1/81/60,"50.436105, -4.535458"
HL/PO/JO/10/1/81/61,"50.374461, -4.61674"
HL/PO/JO/10/1/81/62,"50.410019, -4.632981"
HL/PO/JO/10/1/82/4,"54.65893, -3.410484"
HL/PO/JO/10/1/82/9,"54.616404, -3.433223"
HL/PO/JO/10/1/82/12,"54.649892, -3.315369"
HL/PO/JO/10/1/82/15,"54.423202, -3.424673"
HL/PO/JO/10/1/82/16,"54.473546, -3.494317"
HL/PO/JO/10/1/82/18,"54.249071, -0.453384"
HL/PO/JO/10/1/82/19,"54.562712, -3.412231"
HL/PO/JO/10/1/82/20,"54.614498, -3.274851"
HL/PO/JO/10/1/82/21,"54.569291, -3.344844"
HL/PO/JO/10/1/82/22,"54.195944, -3.284463"
HL/PO/JO/10/1/82/24,"54.358665, -3.357632"
HL/PO/JO/10/1/82/25,"54.440632, -3.464212"
HL/PO/JO/10/1/82/91,"54.745522, -2.973261"
HL/PO/JO/10/1/82/97,"53.887398, -2.793048"
HL/PO/JO/10/1/82/99,"54.68452, -2.669182"
HL/PO/JO/10/1/82/101,"54.183262, -1.475802"
HL/PO/JO/10/1/82/102,"52.029946, 0.809648"
